ProjectID,ProjectType,ProjectLocation,ContractorCategory,ConstructionPhase,ProjectBudgetMillion,EstimatedDurationDays,WorkersAssigned,EquipmentUtilization,MaterialDelayDays,SupplierIssues,WeatherDisruptionDays,SafetyIncidents,InspectionFailures,ChangeRequests,CostOverrunPercent,ScheduleVarianceDays,QualityScore,SiteProductivityScore,ProjectDelayed
PRJ_123317,Road Construction,Semi-Urban,Large,Structural,155.83,692,71,76.73,7,3,6,1,0,5,4.56,4.69,88.47,75.52,Yes
PRJ_108269,Commercial,Urban,Small,Structural,192.33,457,218,72.58,8,1,2,0,0,5,17.04,18.76,87.4,67.99,No
PRJ_125567,Road Construction,Rural,Medium,Foundation,124.7,578,208,57.38,8,2,10,0,0,3,1.43,35.57,89.59,70.62,Yes
PRJ_119506,Commercial,Semi-Urban,Medium,Foundation,1461.3,1423,229,60.61,6,4,6,0,4,3,2.75,4.78,,71.02,Yes
PRJ_109250,Bridge Construction,Urban,Large,Finishing,892.3000000000001,859,380,69.23,5,3,3,0,0,3,13.24,-9.71,82.83,65.19,Yes
PRJ_121967,Bridge Construction,Urban,Medium,Inspection,178.55,879,503,51.28,6,4,4,1,0,1,30.25,34.76,95.7,66.44,Yes
PRJ_112900,Industrial,Urban,Large,Finishing,160.1,1303,116,70.75,7,4,2,1,2,4,8.12,8.64,71.9,57.34,No
PRJ_110501,Industrial,Urban,Medium,Structural,180.88,1468,578,78.19,9,1,3,0,2,0,10.72,29.39,85.08,76.11,Yes
PRJ_102547,Infrastructure,Urban,Medium,Structural,190.07,519,295,64.85,3,1,5,0,2,3,1.8,17.09,75.98,93.41,No
PRJ_122398,Industrial,Rural,Small,Finishing,112.41,1070,243,73.02,7,2,4,0,1,3,20.22,16.06,100.0,68.23,No
PRJ_105669,Bridge Construction,Semi-Urban,Medium,Finishing,88.9,911,188,69.97,6,1,5,0,2,4,7.61,10.98,100.0,73.5,No
PRJ_123523,Infrastructure,Rural,Small,Foundation,86.96,1409,329,89.77,5,3,4,0,2,1,4.49,52.42,100.0,77.13,No
PRJ_111609,Road Construction,Semi-Urban,Medium,Foundation,5.0,1094,434,24.23,4,1,6,2,1,1,0.0,5.25,86.03,94.33,No
PRJ_104596,Bridge Construction,Urban,Medium,Planning,54.99,945,344,67.12,6,3,1,0,1,5,14.39,29.56,69.3,72.04,Yes
PRJ_111234,Bridge Construction,Rural,Large,Planning,157.72,96,172,48.16,5,4,5,2,1,2,21.25,-16.93,76.48,80.91,Yes
PRJ_104943,Road Construction,Semi-Urban,Large,Foundation,162.72,592,261,75.91,6,5,5,1,4,3,2.03,-29.37,84.16,89.0,No
PRJ_105728,Road Construction,Urban,Medium,Structural,46.99,1196,69,52.2,5,2,5,1,0,2,0.0,19.65,95.84,70.45,No
PRJ_113846,Road Construction,Urban,Small,Foundation,31.24,1385,752,44.4,7,1,8,1,5,3,0.0,-11.11,66.07,81.22,Yes
PRJ_100595,Residential,Rural,Medium,Foundation,87.49,232,372,49.38,12,2,5,1,1,5,14.07,19.95,97.0,77.54,Yes
PRJ_100180,Residential,Rural,Medium,Planning,163.75,1279,578,45.88,9,0,1,3,2,3,7.65,13.28,68.13,86.89,Yes
PRJ_118000,Industrial,Semi-Urban,Medium,Finishing,119.54,751,120,74.64,6,2,1,1,1,4,0.0,7.73,91.85,,Yes
PRJ_120339,Commercial,Urban,Medium,Foundation,154.4,388,48,61.48,6,3,5,0,2,2,0.0,-3.58,71.01,,No
PRJ_104577,Bridge Construction,Urban,Small,Foundation,,907,45,71.35,10,2,3,3,2,2,4.6,-13.99,82.76,46.29,No
PRJ_107045,Commercial,Semi-Urban,Small,Structural,153.17,743,199,73.9,7,1,5,1,0,2,5.88,-8.19,88.63,68.88,Yes
PRJ_116766,Residential,Semi-Urban,Medium,Foundation,91.74,1273,467,71.4,5,1,2,0,1,6,7.64,-15.68,70.73,73.58,Yes
PRJ_104490,Road Construction,Rural,Medium,Foundation,122.82,382,141,95.45,12,3,6,1,0,3,3.23,12.95,76.83,83.51,Yes
PRJ_116017,Residential,Urban,Medium,Planning,131.81,607,531,66.16,7,2,6,0,2,4,4.98,40.69,80.51,61.21,No
PRJ_109864,Commercial,Urban,Small,Planning,37.92,889,185,68.95,8,2,4,2,3,2,17.49,-6.21,87.67,62.73,Yes
PRJ_117691,Infrastructure,Rural,Medium,Finishing,171.23,999,732,50.19,3,4,2,2,2,8,3.58,36.61,79.84,76.09,Yes
PRJ_110483,Bridge Construction,Urban,Large,Finishing,51.72,307,665,76.17,7,1,7,0,2,2,17.91,0.32,63.33,57.79,No
PRJ_128600,Infrastructure,Rural,Small,Finishing,162.33,1448,156,75.72,8,2,1,0,1,1,8.6,29.41,90.69,70.89,Yes
PRJ_115467,Commercial,Semi-Urban,Small,Finishing,98.89,1154,220,51.19,6,0,8,0,0,2,24.12,27.02,92.43,91.79,No
PRJ_116323,commercial,Semi-Urban,Medium,Inspection,129.67,1129,231,61.94,5,1,2,0,1,5,32.47,22.63,94.98,82.51,No
PRJ_110622,commercial,Urban,Large,Finishing,,92,150,78.59,5,4,9,0,0,7,0.0,1.43,89.63,88.34,No
PRJ_101989,Bridge Construction,Semi-Urban,Medium,Planning,113.12,1105,592,30.3,5,4,6,1,2,4,11.59,58.5,78.7,68.58,Yes
PRJ_103240,Bridge Construction,Semi-Urban,Medium,Inspection,35.2,1146,792,53.99,4,0,2,3,3,5,8.83,10.41,78.8,,Yes
PRJ_120122,Bridge Construction,Semi-Urban,Medium,Planning,82.18,1060,488,77.74,10,2,7,2,2,2,7.63,48.19,95.95,67.59,Yes
PRJ_116973,Residential,Semi-Urban,Small,Foundation,54.41,1289,463,71.93,6,2,7,1,0,5,0.0,8.08,99.26,82.76,Yes
PRJ_112585,Industrial,Semi-Urban,Medium,Inspection,109.47,716,630,92.78,5,1,0,1,2,1,0.0,5.9,79.89,69.07,No
PRJ_120993,Industrial,Urban,Large,Structural,156.87,992,118,72.88,1,2,9,0,2,7,9.96,25.38,85.27,85.94,Yes
PRJ_124989,Infrastructure,Urban,Large,Inspection,122.07,1045,80,75.0,11,3,5,1,0,4,0.0,-17.55,89.62,68.1,Yes
PRJ_127539,Road Construction,Semi-Urban,Large,Finishing,,1152,690,81.33,7,2,3,0,3,4,15.86,-2.4,81.38,79.2,Yes
PRJ_123905,Commercial,Urban,Large,Inspection,151.32,196,279,77.78,8,2,2,0,2,7,20.58,23.46,80.62,67.1,No
PRJ_125607,Infrastructure,Rural,Large,Planning,207.16,971,727,63.04,5,0,5,0,2,2,16.03,11.35,75.74,69.03,No
PRJ_127628,Infrastructure,Urban,Medium,Finishing,103.43,1309,19,36.86,7,0,4,1,1,3,5.52,3.51,,63.05,Yes
PRJ_117204,Residential,Semi-Urban,Large,Foundation,143.88,1420,517,67.81,2,2,3,1,0,1,0.0,10.5,59.79,83.42,Yes
PRJ_113529,Infrastructure,Semi-Urban,Small,Inspection,179.5,1189,668,58.33,6,5,4,1,1,1,12.13,43.39,74.64,83.34,No
PRJ_113105,Infrastructure,Semi-Urban,Medium,Planning,229.43,169,264,67.13,8,1,7,1,2,2,17.17,-13.05,72.48,63.23,Yes
PRJ_102374,Commercial,Semi-Urban,Large,Inspection,91.08,109,650,28.28,6,3,5,1,0,2,0.0,34.61,82.74,75.16,No
PRJ_130871,Infrastructure,Semi-Urban,Medium,Inspection,74.67,1018,183,66.05,2,0,4,0,1,2,0.0,7.3,83.16,74.15,No
PRJ_117324,Bridge Construction,Semi-Urban,Large,Structural,83.45,258,618,78.64,8,2,5,0,2,3,27.2,33.19,94.47,74.75,No
PRJ_111472,Residential,Urban,Medium,Structural,7.25,276,92,83.38,4,4,6,1,0,2,10.0,16.66,82.28,63.51,No
PRJ_123634,Infrastructure,Rural,Small,Foundation,220.76,934,710,69.6,5,4,9,1,1,1,10.86,48.08,96.59,80.84,Yes
PRJ_112189,Industrial,Urban,Large,Planning,112.08,795,796,74.16,4,3,5,0,1,2,3.77,7.5,75.74,68.28,No
PRJ_131713,Bridge Construction,Semi-Urban,Small,Structural,43.92,1447,660,94.99,6,2,6,0,0,5,4.71,7.8,76.4,78.0,No
PRJ_129625,Road Construction,Urban,Small,Foundation,38.7,369,377,58.5,6,7,5,0,2,3,0.0,45.43,80.84,94.28,No
PRJ_112718,Bridge Construction,Urban,Medium,Structural,162.15,428,56,61.78,3,2,7,0,0,6,14.78,16.63,97.71,78.98,No
PRJ_115271,Bridge Construction,Semi-Urban,Medium,Structural,55.71,1080,702,81.54,4,1,5,1,3,2,23.15,2.31,95.04,65.26,Yes
PRJ_102114,Infrastructure,Urban,Small,Planning,9.15,1261,58,66.25,4,4,7,1,1,2,22.28,6.05,85.44,89.15,No
PRJ_122231,Industrial,Urban,Medium,Foundation,160.2,562,594,30.76,5,2,7,1,1,7,27.44,46.81,84.65,65.78,Yes
PRJ_100646,Commercial,Urban,Large,Foundation,27.65,144,702,60.92,8,3,6,0,1,2,11.31,40.18,76.28,71.14,No
PRJ_110738,Infrastructure,Urban,Medium,Inspection,123.22,415,512,46.78,4,4,8,1,1,2,9.24,26.28,71.11,70.46,Yes
PRJ_100699,Road Construction,Urban,Medium,Inspection,80.03,1213,549,65.27,4,1,3,2,4,0,7.64,8.37,,85.9,Yes
PRJ_108948,Residential,Semi-Urban,Large,Finishing,182.0,1364,519,57.14,3,3,4,0,1,1,14.82,-13.35,70.1,88.82,No
PRJ_121524,Residential,Rural,Large,Finishing,27.96,1122,108,56.85,8,8,4,1,1,4,8.63,27.84,73.76,62.81,Yes
PRJ_112237,Road Construction,Semi-Urban,Medium,Planning,131.85,1395,418,82.43,5,2,5,1,0,4,15.33,-7.11,84.2,54.88,No
PRJ_102248,Commercial,Semi-Urban,Large,Structural,64.85,478,582,95.25,6,4,8,1,1,4,10.61,31.73,76.88,60.14,No
PRJ_130316,Infrastructure,Urban,Small,Planning,222.36,1353,140,41.64,6,2,5,1,0,3,0.0,-1.43,84.04,94.27,Yes
PRJ_114300,Road Construction,Urban,Medium,Foundation,127.85,1433,324,47.57,4,2,2,1,1,2,1.57,22.77,70.31,81.5,Yes
PRJ_110176,Bridge Construction,Rural,Medium,Finishing,110.63,762,63,85.29,8,1,8,0,1,7,7.93,12.9,91.91,87.61,No
PRJ_124256,Commercial,Rural,Medium,Planning,1747.0,392,598,81.08,5,3,5,0,2,2,14.38,23.34,76.17,80.3,Yes
PRJ_104947,Road Construction,Rural,Medium,Foundation,43.26,1374,190,84.36,3,0,1,0,1,0,13.81,-8.39,85.73,73.56,No
PRJ_100115,Commercial,Rural,Medium,Inspection,37.47,68,135,97.64,3,0,5,1,1,2,24.64,28.72,94.64,63.19,No
PRJ_106479,Bridge Construction,Rural,Small,Foundation,126.11,1345,708,42.83,4,1,6,2,1,3,21.0,38.79,94.71,90.03,Yes
PRJ_123799,Infrastructure,Urban,Medium,Planning,208.38,251,433,87.72,5,2,4,2,2,3,16.45,45.84,80.73,80.7,Yes
PRJ_112108,Residential,Urban,Medium,Structural,145.92,492,747,71.76,4,1,1,1,2,4,11.51,14.64,95.85,75.7,No
PRJ_117720,Bridge Construction,Urban,Small,Inspection,122.02,378,438,57.62,4,2,6,1,1,4,0.0,35.55,82.86,55.74,Yes
PRJ_111394,Infrastructure,Urban,Medium,Inspection,28.66,617,197,100.0,6,3,4,2,1,1,0.0,38.58,90.3,90.81,No
PRJ_109661,Industrial,Semi-Urban,Medium,Finishing,194.25,898,765,88.78,6,1,6,2,2,3,6.13,27.1,95.93,69.86,Yes
PRJ_124663,Residential,Rural,Medium,Inspection,20.06,299,367,84.28,5,2,5,2,2,7,4.42,-12.07,80.92,97.0,Yes
PRJ_111645,Industrial,Urban,Large,Inspection,67.75,1194,74,59.93,5,1,4,2,3,2,0.15,31.85,92.62,80.7,No
PRJ_112234,Bridge Construction,Urban,Small,Structural,128.55,895,215,,5,3,6,1,2,1,1.93,8.06,74.34,72.91,No
PRJ_131119,Infrastructure,Semi-Urban,Large,Planning,178.73,405,73,57.98,13,3,6,0,0,5,0.0,-12.52,84.1,79.16,Yes
PRJ_128040,Road Construction,Semi-Urban,Medium,Foundation,62.75,212,729,100.0,5,4,4,0,3,1,0.0,30.95,85.67,66.13,Yes
PRJ_101468,Industrial,Urban,Medium,Planning,178.73,1467,253,95.03,6,0,3,1,2,6,0.0,34.63,62.63,57.27,No
PRJ_121421,Residential,Urban,Large,Planning,117.72,1113,576,59.43,6,0,5,1,2,8,3.17,34.63,72.99,76.81,Yes
PRJ_113919,Road Construction,Rural,Large,Structural,177.21,1004,324,59.53,8,2,4,2,2,1,5.34,-19.52,85.44,,Yes
PRJ_130996,Industrial,Urban,Medium,Inspection,156.82,652,365,45.53,8,1,7,0,0,3,11.73,6.36,81.29,73.35,No
PRJ_108443,Infrastructure,Urban,Large,Foundation,106.06,1023,462,,1,2,7,3,2,0,0.0,-9.65,93.76,71.6,Yes
PRJ_113447,Road Construction,Urban,Large,Structural,61.69,723,538,58.64,8,3,5,1,3,1,4.43,1.07,90.25,48.49,No
PRJ_117684,Industrial,Urban,Small,Finishing,53.54,1003,203,38.46,7,0,3,0,2,1,23.83,28.84,81.21,96.51,Yes
PRJ_123108,Commercial,Urban,Small,Planning,119.55,457,172,88.67,6,0,2,1,1,2,0.0,16.95,93.92,77.77,Yes
PRJ_100306,Bridge Construction,Urban,Medium,Finishing,162.68,1200,93,64.17,9,3,4,1,1,2,4.97,26.34,81.8,70.23,Yes
PRJ_104659,commercial,Semi-Urban,Medium,Finishing,,1296,605,55.76,3,1,4,0,3,0,0.0,-2.18,77.01,79.63,No
PRJ_108506,Infrastructure,Rural,Medium,Planning,142.64,1304,54,67.23,8,1,4,2,4,0,7.29,-3.29,76.26,59.8,Yes
PRJ_118162,Bridge Construction,Urban,Small,Structural,58.26,179,758,59.21,4,3,2,0,2,3,0.0,53.5,,,No
PRJ_114168,Bridge Construction,Urban,Large,Inspection,54.12,1407,67,85.96,6,1,2,2,1,6,0.8,29.4,81.12,74.81,Yes
PRJ_117109,Infrastructure,Rural,Large,Structural,,464,25,,6,2,5,1,0,5,10.78,18.67,78.31,75.69,No
PRJ_107278,Infrastructure,Semi-Urban,Medium,Finishing,243.43,1254,652,69.26,4,2,7,1,1,5,11.21,-1.69,88.08,62.44,Yes
PRJ_124335,Bridge Construction,Rural,Medium,Structural,279.8,358,428,45.64,5,3,4,1,0,1,0.0,-7.76,96.87,93.15,Yes
PRJ_109125,Residential,Urban,Large,Foundation,61.98,1243,437,40.59,3,2,2,1,2,2,17.82,-18.35,73.12,88.57,Yes
PRJ_115197,Bridge Construction,Semi-Urban,Small,Inspection,80.91,1416,328,50.45,9,0,7,1,0,4,0.57,2.41,81.4,79.89,No
PRJ_115456,Bridge Construction,Urban,Large,Inspection,175.59,354,59,72.34,8,3,4,1,1,5,8.44,-3.98,73.93,62.34,Yes
PRJ_103886,Commercial,Rural,Large,Structural,157.98,901,528,72.72,3,4,6,3,3,3,0.0,-9.33,95.33,69.23,Yes
PRJ_108176,Bridge Construction,Rural,Small,Inspection,153.15,798,539,87.18,5,0,5,2,1,2,2.19,68.23,73.52,70.66,Yes
PRJ_129722,Bridge Construction,Semi-Urban,Small,Inspection,193.96,76,602,73.82,6,2,5,1,3,2,13.93,30.52,75.76,71.07,Yes
PRJ_118614,Industrial,Urban,Medium,Inspection,43.52,528,288,83.39,6,3,4,1,1,1,7.66,13.72,75.89,64.55,No
PRJ_129285,Infrastructure,Urban,Medium,Finishing,73.11,580,605,89.63,9,2,5,2,6,3,9.36,-22.42,91.28,81.71,Yes
PRJ_130098,Residential,Urban,Medium,Finishing,213.27,947,127,63.24,6,3,12,1,4,3,3.44,16.33,74.77,83.76,Yes
PRJ_126487,Industrial,Urban,Medium,Foundation,128.56,753,799,46.63,10,3,3,3,1,3,0.29,20.21,81.36,82.11,Yes
PRJ_100206,Industrial,Urban,Large,Planning,159.22,1460,758,54.22,5,4,6,0,5,7,10.84,12.74,100.0,73.54,Yes
PRJ_109416,Residential,Urban,Medium,Finishing,52.42,1004,280,82.38,3,3,3,0,0,3,11.68,-2.97,82.32,41.58,Yes
PRJ_124384,Infrastructure,Semi-Urban,Large,Foundation,148.55,191,26,67.14,9,1,4,0,1,2,0.0,32.08,87.78,82.22,No
PRJ_123424,Residential,Semi-Urban,Medium,Finishing,161.48,397,497,72.75,5,1,9,0,0,3,14.91,5.97,74.89,69.73,No
PRJ_115031,Commercial,Rural,Medium,Structural,168.44,395,473,94.23,5,3,7,1,0,3,0.0,5.5,100.0,60.78,No
PRJ_118863,Residential,Urban,Large,Foundation,182.39,544,461,50.08,1,2,5,1,3,3,0.0,14.45,76.09,,No
PRJ_128084,Road Construction,Urban,Small,Planning,49.86,1330,459,72.75,2,1,2,0,1,4,10.37,27.55,67.77,53.23,No
PRJ_126412,Residential,Urban,Medium,Inspection,141.28,1201,448,62.14,6,3,4,1,1,4,0.0,-4.0,80.58,62.92,No
PRJ_116188,Residential,Rural,Medium,Structural,142.34,278,68,74.65,5,2,7,4,3,4,9.4,41.25,73.89,76.11,Yes
PRJ_123383,Residential,Urban,Medium,Foundation,202.33,1085,537,52.93,6,5,6,0,1,2,0.0,10.9,87.18,74.36,Yes
PRJ_103805,Industrial,Semi-Urban,Large,Structural,152.75,455,290,75.1,4,2,4,0,2,4,3.27,-22.87,82.55,85.28,No
PRJ_106755,Infrastructure,Urban,Small,Planning,98.82,483,633,63.85,7,3,5,1,1,6,8.43,13.57,78.13,85.57,Yes
PRJ_125418,Road Construction,Urban,Medium,Inspection,101.79,1115,203,67.92,6,3,3,0,2,2,0.0,14.28,76.8,99.04,No
PRJ_112126,Road Construction,Rural,Large,Foundation,139.29,1320,187,63.63,7,3,8,1,0,2,14.08,25.83,78.47,77.83,No
PRJ_112840,Industrial,Rural,Small,Inspection,75.98,1172,671,34.68,5,3,7,0,1,2,0.0,-1.23,68.2,65.51,Yes
PRJ_107011,Residential,Urban,Medium,Structural,26.77,987,747,82.75,2,1,9,2,2,3,4.2,33.67,88.33,59.91,Yes
PRJ_108722,Bridge Construction,Semi-Urban,Medium,Foundation,37.42,160,462,71.99,5,3,9,1,1,0,0.0,6.74,94.38,69.25,No
PRJ_126339,Bridge Construction,Urban,Medium,Structural,57.45,814,784,69.94,7,1,5,0,3,4,11.68,9.89,79.28,64.93,No
PRJ_113723,Road Construction,Urban,Large,Inspection,144.45,124,529,54.36,4,3,4,2,1,4,0.0,3.18,73.82,63.98,Yes
PRJ_112284,Residential,Semi-Urban,Medium,Inspection,72.24,860,499,48.05,6,4,5,1,2,5,8.08,21.85,83.17,94.33,Yes
PRJ_117861,Bridge Construction,Semi-Urban,Medium,Planning,78.24,553,316,74.58,8,1,5,0,2,2,25.93,35.41,84.51,60.01,Yes
PRJ_123773,Industrial,Urban,Medium,Finishing,159.62,212,355,80.97,3,3,6,1,1,2,0.0,15.69,71.05,100.0,No
PRJ_130765,Residential,Semi-Urban,Small,Inspection,163.56,124,284,90.02,7,2,7,1,1,3,3.45,-5.91,66.49,69.27,Yes
PRJ_102917,Infrastructure,Semi-Urban,Large,Inspection,152.02,473,525,82.24,5,2,8,1,1,3,8.02,26.15,89.4,84.42,No
PRJ_124724,Commercial,Rural,Medium,Inspection,59.13,69,340,66.38,8,2,5,1,4,1,4.57,-7.81,86.41,72.3,Yes
PRJ_125026,Infrastructure,Semi-Urban,Medium,Structural,33.62,1499,466,74.29,5,2,7,0,1,7,2.82,19.61,80.59,82.0,No
PRJ_116747,Bridge Construction,Semi-Urban,Medium,Structural,70.81,1088,222,74.06,10,1,5,0,0,3,0.0,-4.09,91.18,79.39,Yes
PRJ_124527,Road Construction,Urban,Medium,Foundation,148.8,1326,494,66.69,4,2,1,0,1,1,0.0,40.9,68.71,,Yes
PRJ_111759,Residential,Rural,Medium,Inspection,1475.1,1118,185,77.81,3,1,4,0,0,0,0.0,-16.43,92.94,79.78,No
PRJ_107865,Industrial,Rural,Small,Inspection,188.84,850,678,42.39,5,2,3,1,2,6,0.46,58.8,89.18,76.82,No
PRJ_101776,Bridge Construction,urban,Medium,Structural,120.19,107,263,73.66,9,0,7,0,0,1,16.96,8.48,82.46,79.86,Yes
PRJ_101519,Road Construction,Semi-Urban,Small,Finishing,167.29,166,792,64.58,5,0,5,0,2,0,0.0,31.79,84.09,74.7,Yes
PRJ_118316,Residential,Urban,Large,Structural,80.72,1299,302,86.05,13,2,4,0,0,2,9.31,-16.95,71.08,81.08,No
PRJ_105639,Road Construction,Rural,Medium,Inspection,104.07,1032,522,72.9,3,4,10,2,0,0,0.0,15.56,55.66,57.07,Yes
PRJ_104949,Residential,Urban,Medium,Planning,133.82,1461,798,26.21,4,4,4,2,0,2,6.99,24.9,86.19,78.21,Yes
PRJ_123654,Infrastructure,Rural,Large,Structural,82.93,565,385,31.16,5,2,3,2,0,3,6.46,9.61,73.38,77.79,Yes
PRJ_110374,Commercial,Rural,Large,Finishing,42.83,261,425,74.9,11,2,7,1,1,3,16.13,23.96,74.75,,Yes
PRJ_107799,Commercial,Urban,Small,Inspection,176.51,178,787,44.46,7,0,4,1,3,3,16.87,8.53,,55.12,Yes
PRJ_113576,Commercial,Semi-Urban,Small,Finishing,137.44,1009,220,55.54,8,0,7,1,0,2,5.91,20.06,75.0,95.0,Yes
PRJ_101959,Industrial,Semi-Urban,Small,Inspection,126.74,1412,584,79.59,4,2,4,0,2,6,0.0,-10.78,83.4,70.05,No
PRJ_105975,Commercial,Urban,Large,Structural,135.09,1477,417,64.95,6,1,3,3,3,2,5.64,-9.01,79.8,75.06,Yes
PRJ_131928,Commercial,Urban,Small,Structural,84.88,1443,685,71.66,9,4,4,1,1,3,7.14,4.43,78.15,74.4,No
PRJ_128956,Industrial,Urban,Large,Finishing,,273,255,68.58,9,0,3,0,2,3,32.2,-10.45,90.87,78.88,Yes
PRJ_119643,Residential,Semi-Urban,Medium,Finishing,198.05,1162,237,88.13,8,2,7,1,0,3,17.17,-4.81,79.86,88.59,Yes
PRJ_113177,Industrial,Urban,Medium,Foundation,44.5,736,183,64.28,4,2,6,0,2,4,11.93,20.19,91.88,82.78,Yes
PRJ_117985,Commercial,Urban,Medium,Planning,74.15,125,251,74.66,3,0,3,2,2,2,19.31,39.11,58.01,75.0,No
PRJ_121545,Bridge Construction,Rural,Small,Foundation,,263,631,91.56,8,3,6,0,2,7,18.93,-0.12,79.3,80.56,Yes
PRJ_107156,Bridge Construction,Urban,Large,Inspection,,1355,690,61.94,13,3,6,2,2,1,0.0,16.42,69.67,77.88,Yes
PRJ_124637,Bridge Construction,Urban,Small,Planning,23.9,256,307,79.33,3,1,7,0,2,2,8.64,15.76,78.27,82.67,Yes
PRJ_121495,Infrastructure,Rural,Small,Structural,151.15,823,423,93.27,5,3,6,0,1,4,19.29,-12.36,82.61,61.74,No
PRJ_103471,Road Construction,Semi-Urban,Small,Finishing,98.66,1274,186,85.66,7,0,7,0,1,8,0.0,-2.72,82.64,86.65,Yes
PRJ_104859,Residential,Semi-Urban,Large,Inspection,98.11,1349,537,97.36,7,4,4,0,0,2,0.0,8.53,100.0,97.87,No
PRJ_103737,Residential,urban,Medium,Finishing,117.72,700,49,77.83,10,2,4,0,1,3,9.41,17.07,79.05,77.82,Yes
PRJ_129751,Infrastructure,Rural,Small,Inspection,106.5,1415,350,72.33,5,2,5,3,1,3,1.32,26.5,89.71,82.6,No
PRJ_108891,Road Construction,Urban,Small,Finishing,104.46,133,797,44.0,7,3,4,0,1,5,0.0,14.62,82.65,75.26,Yes
PRJ_120729,Residential,Rural,Medium,Finishing,,1005,391,69.15,10,1,4,0,6,0,4.0,32.19,93.77,68.99,No
PRJ_115518,Bridge Construction,Urban,Small,Foundation,263.47,1197,578,77.44,11,2,5,4,2,1,17.74,12.12,88.15,67.9,Yes
PRJ_124166,Road Construction,Rural,Large,Inspection,140.51,1006,448,100.0,3,2,4,1,2,5,9.89,16.86,86.29,77.69,Yes
PRJ_126932,Infrastructure,Urban,Medium,Structural,170.06,372,504,67.15,3,4,6,0,0,2,17.46,13.46,,66.33,Yes
PRJ_114756,Bridge Construction,Urban,Medium,Structural,157.13,64,339,74.59,5,3,4,0,2,2,3.43,-10.52,63.32,97.19,No
PRJ_125572,Road Construction,Rural,Large,Finishing,114.93,587,708,100.0,4,5,3,0,1,5,0.0,6.79,83.08,79.03,No
PRJ_127791,Bridge Construction,Rural,Small,Planning,117.66,673,382,100.0,3,1,4,0,1,4,6.18,24.77,82.68,79.17,No
PRJ_128250,Infrastructure,Urban,Large,Finishing,127.98,577,223,81.53,10,3,9,2,0,2,23.41,19.31,90.31,81.99,Yes
PRJ_129544,Road Construction,Urban,Medium,Foundation,268.11,1302,317,60.59,9,0,3,0,3,3,6.82,-7.42,86.65,71.02,Yes
PRJ_103334,Residential,Semi-Urban,Small,Structural,135.4,1148,480,83.64,11,2,4,2,4,4,4.59,19.26,84.91,80.89,Yes
PRJ_119202,Bridge Construction,Urban,Large,Foundation,83.22,1315,735,80.83,4,1,7,1,1,2,18.33,11.61,81.77,81.39,Yes
PRJ_117945,Road Construction,Semi-Urban,Medium,Inspection,100.38,593,531,74.47,8,4,3,1,0,4,0.0,35.95,80.27,80.7,No
PRJ_120466,Residential,Semi-Urban,Medium,Finishing,169.68,304,552,52.83,4,2,3,0,4,2,4.91,11.05,64.1,66.57,Yes
PRJ_127118,Residential,Urban,Small,Foundation,,1363,137,44.59,5,4,3,2,1,5,13.05,23.11,75.65,61.38,Yes
PRJ_103392,Bridge Construction,Urban,Medium,Finishing,95.09,915,766,66.55,6,2,4,0,2,3,0.0,2.33,93.23,83.22,Yes
PRJ_120751,Commercial,Urban,Large,Foundation,83.53,963,296,71.0,4,2,9,2,2,5,0.0,-3.49,62.68,81.8,Yes
PRJ_126476,Bridge Construction,Urban,Large,Foundation,58.38,778,559,45.8,6,0,5,0,1,4,32.48,5.06,61.64,72.21,No
PRJ_105756,Bridge Construction,Urban,Medium,Structural,210.78,801,593,51.13,5,5,3,1,2,4,13.31,-9.53,84.0,83.66,Yes
PRJ_119304,Bridge Construction,Urban,Small,Structural,107.24,1240,367,48.4,14,1,9,0,3,2,0.0,-18.22,71.02,86.74,Yes
PRJ_113868,Infrastructure,Rural,Medium,Planning,83.06,272,62,70.79,3,3,5,1,1,5,0.0,40.56,93.71,62.57,Yes
PRJ_122492,Industrial,Semi-Urban,Small,Finishing,151.57,493,733,96.9,2,0,7,0,0,3,0.49,34.15,92.13,73.16,No
PRJ_108829,Residential,Urban,Small,Foundation,5.0,414,27,61.94,6,1,4,1,0,6,15.0,13.41,79.93,71.18,Yes
PRJ_127939,Infrastructure,Urban,Small,Planning,124.79,125,258,74.36,5,3,4,1,3,5,4.62,12.94,86.77,53.17,Yes
PRJ_121161,Bridge Construction,urban,Medium,Planning,131.94,715,402,58.59,4,4,7,1,0,2,13.95,-36.64,76.44,98.14,Yes
PRJ_126037,Road Construction,Urban,Medium,Inspection,170.9,184,614,69.8,5,0,13,4,3,3,7.73,13.43,83.83,73.83,Yes
PRJ_115330,Commercial,Semi-Urban,Large,Planning,136.9,1240,619,42.09,3,4,6,2,0,8,17.42,30.18,87.71,59.92,Yes
PRJ_115617,Industrial,Urban,Large,Inspection,207.09,1368,707,92.13,7,3,8,3,3,5,0.0,-13.1,91.49,82.88,Yes
PRJ_127261,Commercial,Semi-Urban,Medium,Inspection,120.19,1073,274,100.0,2,1,9,1,1,3,20.43,47.9,70.98,77.78,Yes
PRJ_122822,Industrial,Rural,Small,Planning,157.01,1333,594,63.03,9,2,4,2,3,5,0.0,7.59,75.28,81.9,Yes
PRJ_116206,Industrial,Semi-Urban,Small,Foundation,122.55,977,433,70.41,11,5,9,0,2,2,18.62,-24.19,91.97,91.15,Yes
